Title,Emne[Nr],Emne[Titel],Emne[Oprettet],Emne[Rettet],Emne[Bevaring],Emne[Sletning],Emne[Filtre],Emne[Retskilder],Emne[Vejledning],Free Text
Emne_54.15.28,54.15.28,"Prøveafholdelse ifm. danskuddannelse",2013-02-01,,K,P1800D,"","LBK om danskuddannelse til voksne udlændinge m.fl._A20140037629_P9,BEK om prøver inden for danskuddannelse til voksne udlændinge m.fl._B20110078105","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet er til sager om tilrettel&#230;ggelse og afholdelse af pr&#248;ver ifm. danskuddannelsen, herunder udstedelse af pr&#248;ve- og kursusbeviser.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.15.40,54.15.40,"Organisering af danskuddannelse (sprogcentre mv.)",2013-02-01,,K,P1800D,"","LBK om danskuddannelse til voksne udlændinge m.fl._A20140037629_P10-11","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Danskuddannelserne udbydes af kommunale eller private sprogcentre eller andre offentlige uddannelsesinstitutioner eller uddannelsesinstitutioner godkendt af det offentlige.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.15.44,54.15.44,"Kursistråd danskuddannelse",2013-02-01,,K,P1800D,"","LBK om danskuddannelse til voksne udlændinge m.fl._A20140037629_P12","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Kursisterne hos de enkelte udbydere har ret til at danne et kursistr&#229;d, som varetager kursisternes f&#230;lles interesser i forhold til danskuddannelsesloven.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.16.00,54.16.00,"Specialskoler i almindelighed udgået",2003-08-01,,K,,"","","",[[Category:NaN_KLE_Data]]
Emne_54.17.00,54.17.00,"Kurser og undervisning for udlændinge i almindelighed",2013-02-01,,K,P1800D,"","","",[[Category:NaN_KLE_Data]]
Emne_54.17.04,54.17.04,"Kursus i danske samfundsforhold udgået",2013-02-01,,K,P1800D,"","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udg&#229;r november 2014, idet kurser om danske samfundsforhold, kultur og historie nu indg&#229;r i den generelle danskuddannelse for voksne udl&#230;ndinge i gruppe 54.15. Kontakt KLE redaktionen hvis dette giver problemer.</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet bruges til sager, hvor kommunen tilbyder udl&#230;ndinge et kursus i danske samfundsforhold og dansk kultur og historie. Kurset er en del af det lovpligtige introduktionsforl&#248;b for indvandrere, jf. Integrationslovens &#167; 24c, og skal tilbydes senest 4 m&#229;neder efter at kommunalbestyrelsen har overtaget ansvaret for den enkelte udl&#230;nding.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.17.08,54.17.08,"Arbejdsmarkedsrettet danskundervisning",2013-02-01,2014-02-01,K,P1800D,"","LBK om danskuddannelse til voksne udlændinge m.fl._A20140037629_P11,LBK om danskuddannelse til voksne udlændinge m.fl._A20140037629_P2c,BEK om danskuddannelse til voksne udlændinge m.fl._B20140006505_Kap1","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Udover den ordin&#230;re danskuddannelse for voksne udl&#230;ndinge er der etableret et s&#230;rligt arbejdsmarkedsrettet danskundervisningstilbud for udenlandske arbejdstagere.</li>
								<li>Optagelse sker efter henvisning fra kommunalbestyrelsen i bop&#230;lskommunen.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.17.12,54.17.12,"Statsborgerskabsprøve",2014-05-01,,K,P1800D,"","Lov om statsborgerskabsprøve_A20130145630","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>For at opn&#229; statsborgerskab skal ans&#248;gere best&#229; en statsborgerskabspr&#248;ve, som afholdes af kommunale sprogcentre eller private sprogskoler, som har indg&#229;et aftale med kommunen om danskundervisning til voksne udl&#230;ndinge.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.17.20,54.17.20,"Undervisning og aktivering af asylansøgere",2014-11-01,,K,P1800D,"","Bekendtgørelse af udlændingeloven_A20140102129_P42c,Bekendtgørelse af udlændingeloven_A20140102129_P42e,BEK om undervisning og aktivering m.v. af asylansøgere m.fl._B20100049705","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om undervisning og aktivering af asylans&#248;gere. Asylans&#248;gere over 18 &#229;r skal deltage i et asylans&#248;gerkursus om danske asylforhold, herunder en introduktion til dansk sprog og kultur.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.18.00,54.18.00,"Ungdomsuddannelse for unge med særlige behov i almindelighed",2007-08-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_54.18.05,54.18.05,"Indstilling og optagelse på en ungdomsuddannelse",2007-08-01,2013-08-01,K,P1800D,"FolkeskolenDelplan","STU-loven_A20130103129_P8,STU-loven_A20130103129_P2-3,STU-bekendtgørelsen_B20130142505_P3,STU-bekendtgørelsen_B20130142505_P4,STU-bekendtgørelsen_B20130142505_P12-13","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om indstilling til og optagelse p&#229; den 3-&#229;rige ungdomsuddannelse for unge med s&#230;rlige behov.</li>
								<li>Sager om frems&#230;ttelse af tilbud om ungdomsuddannelsen journaliseres ogs&#229; her.</li>
								<li>Ligeledes journaliseres sager om anmodning om afbrydelse og genoptagelse af ungdomsuddannelsen efter lovens &#167; 8 ogs&#229; p&#229; dette emne.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.18.08,54.18.08,"Afklaringsforløb og uddannelseplaner",2007-08-01,2014-02-01,K,P1800D,"FolkeskolenDelplan","STU-loven_A20130103129_P4,STU-loven_A20130103129_P9,STU-loven_A20130103129_P6-7,STU-bekendtgørelsen_B20130142505_Kap5,STU-bekendtgørelsen_B20130142505_P4,STU-bekendtgørelsen_B20130142505_P6-7,STU-bekendtgørelsen_B20130142505_P9-10","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres sager om det indledende afklaringsforl&#248;b og de individuelle uddannelsesplaner i forbindelse med ungdomsuddannelse for unge med s&#230;rlige behov.</li>
								<li>Sager om udstedelse af kompetencepapir ifm. uddannelsens afslutning journaliseres ogs&#229; her.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.18.11,54.18.11,"Ungdomsuddannelsens tilrettelæggelse",2007-08-01,2013-05-01,K,P1800D,"FolkeskolenDelplan","STU-loven_A20130103129_P5-5b,STU-bekendtgørelsen_B20130142505_P8","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om ungdomsuddannelsens tilrettel&#230;ggelse.</li>
								<li>Herunder ogs&#229; sager om aftaler med andre institutioner ift. uddannelsens tilrettel&#230;ggelse.</li>
								<li>De konkrete aftaler tilf&#248;jes facet P27.</li>
								<li>Sager om udgifter til bl.a. undervisning og administration p&#229; uddannelsesinstitutionen journaliseres ogs&#229; p&#229; dette emne.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.18.16,54.18.16,"Befordring - ungdomsuddannelse",2007-08-01,2014-02-01,K,P1800D,"FolkeskolenDelplan","STU-loven_A20130103129_P10-11,STU-loven_A20130103129_P5a,STU-bekendtgørelsen_B20130142505_Kap4","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om afholdelse af befordringsudgifter til transport af unge med s&#230;rlige behov i forbindelse med en ungdomsuddannelse.</li>
								<li>Sager om afg&#248;relse af befordringsbehovet journaliseres ligeledes her.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.20.00,54.20.00,"Optagelse på gymnasier i almindelighed",2008-08-01,,K,P1800D,"FolkeskolenDelplan","Gymnasieloven_A20130107629_Kap2","",[[Category:NaN_KLE_Data]]
Emne_54.22.00,54.22.00,"Uddannelsens organisering og indhold gymnasier i almindelighed",2008-08-01,,K,P1800D,"FolkeskolenDelplan","Gymnasieloven_A20130107629_Kap3,Meritbekendtgørelsen_B20110013005","",[[Category:NaN_KLE_Data]]
Emne_54.22.05,54.22.05,"Særligt tilrettelagte forløb",2008-08-01,,K,P1800D,"FolkeskolenDelplan","Gymnasieloven_A20130107629_P46","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres sager om tilrettel&#230;ggelse af uddannelsen i et 4-&#229;rigt forl&#248;b for elever, der er optaget p&#229; Musikalsk Grundkursus (MGK) eller tilsvarende kursus i billedkunst.</li>
								<li>For sager om pr&#248;ve- og eksamensforl&#248;b anvendes nr. 54.26.00</li>
								<li>Sager om optagelse journaliseres under 54.20.00</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_54.24.00,54.24.00,"Mødepligt aktiv deltagelse oprykning m.v. gymnasier i almindelighed",2008-08-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_54.24.02,54.24.02,"Fravær og mødepligt",2008-08-01,,K,P1800D,"FolkeskolenDelplan","Gymnasieloven_A20130107629_P23","",[[Category:NaN_KLE_Data]]
Emne_54.24.04,54.24.04,"Studie- og ordensregler",2008-08-01,,K,P1800D,"FolkeskolenDelplan","Gymnasieloven_A20130107629_P24","",[[Category:NaN_KLE_Data]]
Emne_54.26.00,54.26.00,"Prøver og eksamen gymnasier i almindelighed",2008-08-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_54.28.00,54.28.00,"Samarbejder mellem institutioner gymnasier i almindelighed",2008-08-01,,K,P1800D,"FolkeskolenDelplan","LBK om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v._A20110088029_P13","",[[Category:NaN_KLE_Data]]
Emne_54.30.00,54.30.00,"Institutionernes ledelse gymnasier i almindelighed",2008-08-01,,K,P1800D,"FolkeskolenDelplan","LBK om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v._A20110088029_P16","",[[Category:NaN_KLE_Data]]
Emne_54.30.04,54.30.04,"Pædagogisk råd gymnasier",2008-08-01,,K,P1800D,"FolkeskolenDelplan","LBK om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v._A20110088029_P26","",[[Category:NaN_KLE_Data]]
Emne_54.30.06,54.30.06,"Elevråd og kursistråd gymnasier",2008-08-01,,K,P1800D,"FolkeskolenDelplan","LBK om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v._A20110088029_P27","",[[Category:NaN_KLE_Data]]
Emne_54.32.00,54.32.00,"Forældrekontakt gymnasier i almindelighed",2008-08-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_54.34.00,54.34.00,"Aktiviteter/arrangementer gymnasiet i almindelighed",2008-08-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_54.34.04,54.34.04,"Orienteringsaftener",2008-08-01,2010-08-01,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_54.34.06,54.34.06,"Studierejser",2008-08-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_54.34.08,54.34.08,"Dimission/translokation",2008-08-01,,K,P1800D,"FolkeskolenDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.00.00,81.00.00,"Kommunens personale i almindelighed",1988-01-01,2011-05-01,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","Offentlighedsloven_A20130060630,Virksomhedsoverdragelsesloven_A20020071029","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres bl.a. sager om aktindsigt i personalesager, og tilf&#248;jes facet A53.</li>
								<li>Kommunens procedurer for aktindsigt i personalesager, journaliseres under emnet 00.07.03 (eksempelvis hvem der kan give tilladelse til aktindsigt, de lokale bestemmelser om undtagelser for aktindsigt o.l.).</li>
								<li>Sager om l&#248;nmodtageres retsstilling ved virksomhedsoverdragelse efter virksomhedsoverdragelsesloven journaliseres under 81.00.00 tilf&#248;jet facet P27.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.00.05,81.00.05,"Jobbank kommunens personale",1992-01-01,2011-05-01,B,P360D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","Lov om organisering og understøttelse af beskæftigelsesindsatsen m.v._A20140148230_P35,BEK om organisering og understøttelse af beskæftigelsesindsatsen m.v._B20150036905_P21","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her placeres bl.a. sager efter Lov om organisering og underst&#248;ttelse af besk&#230;ftigelsesindsatsen m.v., hvor offentlige arbejdsgivere skal indl&#230;gge alle ledige stillinger i Jobnet.</li>
								<li>Sager om jobnet i forhold til besk&#230;ftigelsesindsatsen journaliseres under 15.23.07.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.00.10,81.00.10,"Overførsel af personale",2005-02-01,2011-05-01,B,P1800D,"JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker overordnede sager om overf&#248;rsel af personale mellem myndigheder fx ved overflytning af opgaver p&#229; skatteomr&#229;det, opgave- og strukturreform mv.</li>
								<li>De konkrete sager i relation til den enkelte medarbejder, fx ans&#230;ttelse, l&#248;n journaliseres under relevante emne.</li>
								<li>Se ogs&#229; gruppe 00.18 vedr. opgave- og strukturreform.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.00.15,81.00.15,"Ligestilling og ligebehandling af personale",2005-02-01,2011-08-01,B,P1800D,"JobcenterDelplan","Ligebehandlingsloven_A20110064529,Ligestillingsloven_A20130167829","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her journaliseres kommunens generelle sager om ligestilling/ligebehandling, her under ogs&#229; ligestillingsredeg&#248;relser.</li>
								<li>Hvis ligestilling/ligebehandling er et aspekt af et sagsforl&#248;b placeres det under p&#229;g&#230;ldende emne, fx ans&#230;ttelsessag under emnenr 81.03.00.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.01.00,81.01.00,"Stillinger i kommunen klassificering mv. i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","Lov om akutjob og jobpræmie til arbejdsgivere_A20120103330_P3-5","",[[Category:NaN_KLE_Data]]
Emne_81.01.01,81.01.01,"Normerede stillinger",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>""Normerede stillinger"" d&#230;kker antallet af normerede stillinger, typisk formuleret i ""normeringsplanen"", der normalt vedtages i forbindelse med budgettet for det efterf&#248;lgende &#229;r.</li>
								<li>Sager om &#230;ndringer i antallet af normerede stillinger, eksempelvis ved udvidelser/indskr&#230;nkninger i l&#248;bet af et &#229;r, journaliseres ogs&#229; her.</li>
								<li>Journalnummeret kan ogs&#229; anvendes af de enkelte institutioner i forbindelse med deres konkrete antal normeringer.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.01.02,81.01.02,"Frigivelse af stillinger",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet anvendes n&#229;r ledige stillinger frigives. Eksempelvis kan der besluttes ans&#230;ttelsesstop i l&#248;bet af et &#229;r, hvilket betyder, at stillingerne ikke fjernes fra normeringsplanen, men blot ikke bes&#230;ttes ved ledighed.</li>
								<li>N&#229;r s&#229;danne stillinger igen kan bes&#230;ttes, eksempelvis i forbindelse med nyt budget, anvendes journalnummer 81.01.02.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.01.03,81.01.03,"Normeringssager udgået",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet udg&#229;r maj 2013, og placeres fremover under GR 81.15 L&#248;n. Kontakt KLE redaktionen hvis dette giver problemer. Oprindelig servicetekst: Normeringssager anvendes til de konkrete normeringssager, typisk n&#229;r en ansat skal opnormeres fra et l&#248;ntrin til et andet.</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.01.04,81.01.04,"Klassificering",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet h&#230;nger t&#230;t sammen med normeringsplanen, idet der under dette journalnummer placeres sager, der angiver, hvor mange af de normerede stillinger, der er klassificeret p&#229; de enkelte skalatrin/l&#248;ntrin. </li>
								<li>Der vil prim&#230;rt opst&#229; sager under dette emne i forbindelse med stillingsledighed, hvor det kan besluttes at ned- eller opklassificere en ubesat stilling. Som eksempler er set nedklassificeringer fra tidligere forvaltningschefniveau til afdelingsledere eller opklassificeringer i forbindelse med et ledigt job, der kan v&#230;re sv&#230;rt at f&#229; besat, eksempelvis skatterevisorer.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.01.08,81.01.08,"Funktionsbeskrivelse",2006-12-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Nummeret er til sager om funktionsbeskrivelser, arbejdsbeskrivelser, mv. for en r&#230;kke jobfunktioner i kommunen.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.01.10,81.01.10,"Ikke-normeret personale",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet anvendes ved bl.a. fastl&#230;ggelse af antal ikke fast personale, der derfor ikke optr&#230;der p&#229; normeringsplanen, eksempelvis elever, vikarer, ansatte i jobtr&#230;ning osv.</li>
								<li>Under journalnummeret placeres ogs&#229; ""kontraktansatte"" uden for normeringsplanen, eksempelvis forpagtere i sportshallers cafeterier samt ans&#230;ttelser efter det sociale kapitel.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.02.00,81.02.00,"Stillingsopslag og udvælgelse i almindelighed",1988-01-01,,K,P360D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","Helbredslov_A19960028630,Lov om akutjob og jobpræmie til arbejdsgivere_A20120103330_P2,BEK om kompensation til handicappede i erhverv m.v._B20130081705","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker sager om stillingsopslag og udv&#230;lgelse af ans&#248;gere - til kommunale stillinger</li>
								<li>Stillingsans&#248;gninger der ikke har f&#248;rt til ans&#230;ttelse m&#229; typisk h&#248;jst opbevares 1 &#229;r, jvf f&#230;llesanmeldelsen (jobbank)</li>
								<li>Oprettes der sag p&#229; ans&#248;gninger, der ikke har f&#248;rt til ans&#230;ttelse kan de tilf&#248;jes facet I00</li>
								<li>Personalesagen for den valgte oprettes under 81.03.00 G01</li>
								<li>Stillingsannoncer tilf&#248;jes facet A50, hvis disse &#248;nskes selvst&#230;ndigt skilt ud</li>
								<li>Formidling af studiejobs, som r&#230;kker udover konkrete stillingsopslag, d&#230;kkes af nr. 15.30.00</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.03.00,81.03.00,"Ansættelse i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","Ansættelsesbevisloven_A20100024029,Børneattestloven_A20140036229,LBK om tjenestemænd i folkeskolen m.v._A20100048729 ","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Her oprettes den grundl&#230;ggende personalesag.</li>
								<li>Personalesager tilf&#248;jes facet G01.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.04.00,81.04.00,"Personaleudvikling i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.04.02,81.04.02,"Medarbejdersamtaler (MUS)",2005-08-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>Emnet d&#230;kker b&#229;de medarbejdersamtaler for medarbejdere og for ledelse.</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.04.04,81.04.04,"Lederudvikling",2005-08-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.05.00,81.05.00,"Introduktion af nye medarbejdere i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.06.00,81.06.00,"Jobrotation i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.06.01,81.06.01,"Intern jobrotation",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.06.02,81.06.02,"Ekstern jobrotation",1988-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.07.00,81.07.00,"Lære- elev- og praktikpladser personale i almindelighed",1988-01-01,2014-05-01,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","LBK om professionshøjskoler for videregående uddannelser_A20140093629_P14","",[[Category:NaN_KLE_Data]]
Emne_81.07.01,81.07.01,"Oprettelse og godkendelse af lære- elev- og praktikpladser personale",1988-01-01,2014-05-01,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","LBK om erhvervsuddannelser_A20150015729_P43,LBK om erhvervsuddannelser_A20150015729_P46,LEP-loven_A20140114729_P26,BEK om uddannelsen til professionsbachelor som pædagog_B20140021105_P9","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om overordnet planl&#230;gning af l&#230;re-, elev- og praktikpladser i kommunen. Herunder:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>godkendelse som praktiksted</li>
								<li>praktikbeskrivelser</li>
								<li>planl&#230;gning af praktikpladser, som kommunalbestyrelsen stiller til r&#229;dighed inden for social- og sundhedsuddannelsen og den p&#230;dagogiske assistentuddannelse</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.07.02,81.07.02,"Uddannelsesforløb og planer lære- elev- og praktikpladser personale",1988-01-01,2014-05-01,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","LBK om erhvervsuddannelser_A20150015729_P48,BEK om uddannelsen til professionsbachelor som pædagog_B20140021105_P9","
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">Emnet d&#230;kker bl.a. sager om de konkrete praktikpladser. Herunder:</p>
						<p xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">
							<ul>
								<li>ans&#230;ttelse af elever</li>
								<li>praktikaftaler, praktikplaner</li>
								<li>uddannelsesaftaler</li>
								<li>praktikvejledning</li>
							</ul>
						</p>
					
				",[[Category:NaN_KLE_Data]]
Emne_81.08.00,81.08.00,"Frikøb af medarbejdere i almindelighed",2000-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.08.01,81.08.01,"Internt frikøb",2000-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.08.02,81.08.02,"Eksternt frikøb",2000-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.09.00,81.09.00,"Hjemmearbejde i almindelighed",1998-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.10.00,81.10.00,"Arbejdstid i almindelighed",1988-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.11.00,81.11.00,"I almindelighed udgået",1988-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.11.01,81.11.01,"Sikkerhedsorganisation udgået",1988-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.11.02,81.11.02,"Bedriftssundhedstjeneste udgået",1988-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.11.03,81.11.03,"Arbejdsmiljø udgået",1988-01-01,,tom,,"","","",[[Category:NaN_KLE_Data]]
Emne_81.12.00,81.12.00,"Arbejdskonflikter i almindelighed",1988-01-01,,B,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.13.00,81.13.00,"Tjenesterejser for ansatte i almindelighed",1993-01-01,,K,P1800D,"FolkeskolenDelplan,DagtilbudDelplan,KommunalVandDelplan,PrivatVandDelplan,JobcenterDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.13.01,81.13.01,"Transport/befordring",1993-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
Emne_81.13.02,81.13.02,"Time-/dagpenge",1993-01-01,,K,P1800D,"KommunalVandDelplan,PrivatVandDelplan","","",[[Category:NaN_KLE_Data]]
